linea,ramal,estacion,latitud,longitud
Roca,"Alejandro Korn","Alejandro Korn",-34.980409,-58.373814
Roca,"Alejandro Korn",Adrogué,-34.797848,-58.394273
Regionales,Universitario,Policlínico,-34.925305,-57.921304
Regionales,Universitario,Periodismo,-34.912205,-57.924264
Regionales,Universitario,Medicina,-34.909051,-57.927844
Regionales,Universitario,Informática,-34.903364,-57.935732
Regionales,Universitario,Estación,-34.903621,-57.950460
Regionales,Universitario,"Diagonal 73",-34.920327,-57.919043
Regionales,Universitario,Arquitectura,-34.904940,-57.943142
Regionales,Regionales,Zuberbuhler,-27.715486,-61.36511
Regionales,Regionales,"Venados Grandes",-27.816172,-61.382146
Regionales,Regionales,Tapenaga,-27.565176,-59.661873
Regionales,Regionales,"SILVANO DANTE",-27.469680,-58.974344
Regionales,Regionales,SAUCE,-27.488230,-58.953367
Regionales,Regionales,SARMIENTO,-27.421170,-59.035217
Regionales,Regionales,"Santa María",-31.277796,-64.462617
Regionales,Regionales,"San Roque",-31.346083,-64.460729
Regionales,Regionales,"SAN MARTIN",-27.459504,-58.985833
Regionales,Regionales,Salta,-24.777172,-65.411502
Regionales,Regionales,"S.D. CORDOBA",-27.431941,-59.017022
Regionales,Regionales,"Roque Sáenz Peña",-26.794485,-60.441517
Regionales,Regionales,"Rod. del Busto",-31.364044,-64.220419
Regionales,Regionales,RESISTENCIA,-27.464326,-58.980367
Regionales,Regionales,"PUERTO VILELAS",-27.512990,-58.941164
Regionales,Regionales,"PUERTO TIROL",-27.373950,-59.089248
Regionales,Regionales,"Pozo del Indio",-27.01282,-61.018319
Regionales,Regionales,"Pampa del Cielo",-27.643335,-61.352920
Regionales,Regionales,Narvaja,-31.336126,-64.289426
Regionales,Regionales,Napenay,-26.731725,-60.618859
Regionales,Regionales,MOSCONI,-27.500041,-58.939989
Regionales,Regionales,Mojotoro,-24.709411,-65.286764
Regionales,Regionales,"LOS AROMOS",-27.383763,-59.091366
Regionales,Regionales,"Los Amores",-28.101568,-59.980448
Regionales,Regionales,"Las Breñas",-27.089828,-61.084285
Regionales,Regionales,"La Vicuña",-27.977519,-59.978320
Regionales,Regionales,"La Tablada",-31.352715,-64.236777
Regionales,Regionales,"La Sabana",-27.870767,-59.938856
Regionales,Regionales,"La Mascota",-26.758323,-60.543446
Regionales,Regionales,"La Calera",-31.343407,-64.338516
Regionales,Regionales,Itin,-27.486747,-61.326677
Regionales,Regionales,"Hospital Neonatal",-31.369282,-64.211218
Regionales,Regionales,HERNANDARIAS,-27.448455,-58.998337
Regionales,Regionales,"Hermoso Campo",-27.610276,-61.347379
Regionales,Regionales,GUSBERTI,-27.479847,-58.962854
Regionales,Regionales,GÜEMES,-27.424359,-59.029403
Regionales,Regionales,"Gral. Pinedo",-27.317973,-61.280429
Regionales,Regionales,"Gral. Obligado",-27.410850,-59.418957
Regionales,Regionales,"Gral. Dónovan",-27.385383,-59.109631
Regionales,Regionales,"General Güemes",-24.672938,-65.044087
Regionales,Regionales,"FRAY ROSSI",-27.443625,-59.003798
Regionales,Regionales,"Fortín Las Chuñas",-26.884157,-60.908642
Regionales,Regionales,"Fortín Cardozo",-27.408981,-59.233644
Regionales,Regionales,"El Bordo",-24.664365,-65.109140
Regionales,Regionales,Dumesnill,-31.326517,-64.332082
Regionales,Regionales,"Desvío Km 535",-27.396555,-59.177717
Regionales,Regionales,"Desvío Km 523",-27.413635,-59.288140
Regionales,Regionales,"Desvío Km 519",-27.412629,-59.336663
Regionales,Regionales,"Desvío Km 474",-27.585248,-59.708440
Regionales,Regionales,"Desvío Km 433",-27.774982,-59.906012
Regionales,Regionales,"CQUE. PELAYO",-27.426973,-59.023635
Regionales,Regionales,"Cote Lai",-27.527297,-59.574233
Regionales,Regionales,Cosquín,-31.243395,-64.467821
Regionales,Regionales,Corzuela,-26.955942,-60.969664
Regionales,Regionales,COCOMAROLA,-27.477053,-58.966015
Regionales,Regionales,Chorotis,-27.916118,-61.399062
Regionales,Regionales,Charata,-27.215565,-61.192214
Regionales,Regionales,Charadai,-27.650711,-59.860609
Regionales,Regionales,Cassaffousth,-31.373175,-64.441788
Regionales,Regionales,"Casa Bamba",-31.346608,-64.403869
Regionales,Regionales,"Campo Largo",-26.805005,-60.841501
Regionales,Regionales,"CALLE 11",-27.440325,-59.007532
Regionales,Regionales,CACUI,-27.415421,-59.044869
Regionales,Regionales,BRASIL,-27.417402,-59.040321
Regionales,Regionales,BOUVIER,-27.475401,-58.967883
Regionales,Regionales,"Bialet Massé",-31.307677,-64.463275
Regionales,Regionales,Betania,-24.684619,-65.148257
Regionales,Regionales,BELGRANO,-27.451756,-58.994600
Regionales,Regionales,"Batalla de Salta",-24.741056,-65.396007
Regionales,Regionales,"Avia Terai",-26.691096,-60.733890
Regionales,Regionales,Argüello,-31.339730,-64.256672
Regionales,Regionales,"Ap. Km 501",-27.458379,-59.491258
Regionales,Regionales,"Ap. Alberdi",-27.454849,-58.991095
Regionales,Regionales,ANUNCIACION,-27.419519,-59.037082
Regionales,Regionales,"Alta Córdoba",-31.398290,-64.179600
Regionales,Regionales,ALGARROBO,-27.491404,-58.949769
Regionales,Regionales,ALBERDI,-27.454933,-58.991001
Regionales,Regionales,ABORIGEN,-27.389487,-59.084905
Mitre,Zarate,Zarate,-34.097905,-59.037828
Mitre,Zarate,"Villa Ballester",-34.550972,-58.556044
Mitre,Zarate,"Rio Lujan",-34.278036,-58.890318
Mitre,Zarate,Pacheco,-34.455833,-58.620116
Mitre,Zarate,Otamendi,-34.222206,-58.896551
Mitre,Zarate,Maschwitz,-34.383021,-58.736269
Mitre,Zarate,"Kilometro 83",-34.160627,-58.978608
Mitre,Zarate,Escobar,-34.349423,-58.795357
Mitre,Zarate,Campana,-34.156582,-58.961003
Mitre,Zarate,Benavidez,-34.409170,-58.684761
Mitre,Zarate,Bancalari,-34.479665,-58.602929
Mitre,Tigre,Virreyes,-34.450682,-58.550700
Mitre,Tigre,Victoria,-34.456153,-58.541128
Mitre,Tigre,"Vicente López",-34.524723,-58.472806
Mitre,Tigre,Tigre,-34.423567,-58.581728
Mitre,Tigre,"San Isidro C",-34.472207,-58.513383
Mitre,Tigre,"San Fernando C",-34.444338,-58.558740
Mitre,Tigre,Rivadavia,-34.536520,-58.468032
Mitre,Tigre,Retiro,-34.590703,-58.374880
Mitre,Tigre,Olivos,-34.507713,-58.480663
Mitre,Tigre,Nuñez,-34.547833,-58.463149
Mitre,Tigre,Martínez,-34.488534,-58.496580
Mitre,Tigre,"Lisandro de la Torre",-34.562529,-58.436711
Mitre,Tigre,"La Lucila",-34.497597,-58.488446
Mitre,Tigre,Carupá,-34.436917,-58.568231
Mitre,Tigre,"Belgrano C",-34.558801,-58.448944
Mitre,Tigre,Béccar,-34.460804,-58.526543
Mitre,Tigre,Acassuso,-34.480068,-58.503838
Mitre,Suárez,"Villa Ballester",-34.551161,-58.555826
Mitre,Suárez,"San Martín",-34.573419,-58.531957
Mitre,Suárez,"San Andrés",-34.563564,-58.540660
Mitre,Suárez,Retiro,-34.590703,-58.374880
Mitre,Suárez,Pueyrredón,-34.580496,-58.501898
Mitre,Suárez,"Ministro Carranza",-34.575273,-58.433744
Mitre,Suárez,Miguelete,-34.581071,-58.517079
Mitre,Suárez,Malaver,-34.557372,-58.547932
Mitre,Suárez,L.M.Drago,-34.568417,-58.478991
Mitre,Suárez,"J.L. Suárez",-34.534848,-58.575847
Mitre,Suárez,"General Urquiza",-34.574712,-58.487839
Mitre,Suárez,Colegiales,-34.572974,-58.448253
Mitre,Suárez,Chilavert,-34.542232,-58.566917
Mitre,Suárez,"Belgrano R",-34.568050,-58.461808
Mitre,Suárez,"3 de Febrero",-34.571748,-58.424982
Mitre,Mitre,Saavedra,-34.554073,-58.487063
Mitre,Mitre,Retiro,-34.590703,-58.374880
Mitre,Mitre,Mitre,-34.515027,-58.489236
Mitre,Mitre,"Ministro Carranza",-34.575273,-58.433744
Mitre,Mitre,"Juan B. Justo",-34.542550,-58.494657
Mitre,Mitre,Florida,-34.530474,-58.494456
Mitre,Mitre,"Dr. Cetrángolo",-34.523088,-58.49413
Mitre,Mitre,Colegiales,-34.572974,-58.448253
Mitre,Mitre,Coghlan,-34.565260,-58.475348
Mitre,Mitre,"Belgrano R",-34.568050,-58.461808
Mitre,Mitre,"3 de Febrero",-34.571748,-58.424982
Mitre,"Capilla del Señor",Zelaya,-34.370187,-58.869156
Mitre,"Capilla del Señor",Victoria,-34.456491,-58.540489
Mitre,"Capilla del Señor",Matheu,-34.382860,-58.829650
Mitre,"Capilla del Señor","Maq. Savio",-34.406913,-58.771933
Mitre,"Capilla del Señor","Los Cardales",-34.330977,-58.987203
Mitre,"Capilla del Señor","Lopez Camelo",-34.447179,-58.676828
Mitre,"Capilla del Señor",Garin,-34.421623,-58.736540
Mitre,"Capilla del Señor","El Talar",-34.462964,-58.645619
Mitre,"Capilla del Señor","Dr. A. Schweitzer",-34.471097,-58.572383
Mitre,"Capilla del Señor","Capilla del Señor",-34.287138,-59.101585
"Larga Distancia","Larga Distancia",Zarate,-34.097758,-59.037871
"Larga Distancia","Larga Distancia","Villa Maria",-32.412590,-63.244737
"Larga Distancia","Larga Distancia",Vedia,-34.488786,-61.538430
"Larga Distancia","Larga Distancia",Vaccarezza,-35.034586,-60.277388
"Larga Distancia","Larga Distancia",Tucumán,-26.819074,-65.210717
"Larga Distancia","Larga Distancia","Trenque Lauquen",-35.967386,-62.737225
"Larga Distancia","Larga Distancia",Tornquist,-38.101881,-62.229299
"Larga Distancia","Larga Distancia",Temperley,-34.775924,-58.396357
"Larga Distancia","Larga Distancia",Suipacha,-34.773295,-59.690456
"Larga Distancia","Larga Distancia","San Pedro",-33.694459,-59.682807
"Larga Distancia","Larga Distancia","San Nicolas",-33.344233,-60.226428
"Larga Distancia","Larga Distancia",Rufino,-34.260532,-62.710772
"Larga Distancia","Larga Distancia","Rosario Sur",-33.009153,-60.650379
"Larga Distancia","Larga Distancia","Rosario Norte",-32.929965,-60.657781
"Larga Distancia","Larga Distancia",Retiro,-34.589130,-58.373620
"Larga Distancia","Larga Distancia",Ramallo,-33.501759,-60.067993
"Larga Distancia","Larga Distancia",Rafaela,-31.249187,-61.476577
"Larga Distancia","Larga Distancia","Quemu Quemu",-36.053056,-63.562397
"Larga Distancia","Larga Distancia",Pinto,-29.143580,-62.657824
"Larga Distancia","Larga Distancia",Pigué,-37.601132,-62.411445
"Larga Distancia","Larga Distancia",Pehuajo,-35.815583,-61.893882
"Larga Distancia","Larga Distancia",Once,-34.608591,-58.407559
"Larga Distancia","Larga Distancia",Olavarría,-36.898180,-60.316576
"Larga Distancia","Larga Distancia",Neuquen,-38.955952,-68.058935
"Larga Distancia","Larga Distancia",Monte,-35.436653,-58.817665
"Larga Distancia","Larga Distancia",Mercedes,-34.657759,-59.432435
"Larga Distancia","Larga Distancia",Mechita,-35.066170,-60.406708
"Larga Distancia","Larga Distancia","Mar del Plata",-37.988376,-57.564897
"Larga Distancia","Larga Distancia","Las Flores",-36.025894,-59.097046
"Larga Distancia","Larga Distancia","La Banda",-27.732755,-64.239517
"Larga Distancia","Larga Distancia",Junin,-34.584193,-60.949734
"Larga Distancia","Larga Distancia","Gral Pico",-35.661172,-63.750718
"Larga Distancia","Larga Distancia",Gálvez,-32.033331,-61.222762
"Larga Distancia","Larga Distancia",Dolores,-36.304619,-57.687629
"Larga Distancia","Larga Distancia","Coronel Suárez",-37.460659,-61.931935
"Larga Distancia","Larga Distancia",Cordoba,-31.419875,-64.175058
"Larga Distancia","Larga Distancia",Constitucion,-34.628367,-58.380614
"Larga Distancia","Larga Distancia","Colonia Dora",-28.604172,-62.951999
"Larga Distancia","Larga Distancia",Cipolletti,-38.943162,-67.990443
"Larga Distancia","Larga Distancia",Chivilcoy,-34.917260,-59.995964
"Larga Distancia","Larga Distancia",Chascomus,-35.578767,-57.982593
"Larga Distancia","Larga Distancia",Chacabuco,-34.629698,-60.470114
"Larga Distancia","Larga Distancia",Ceres,-29.88208,-61.946638
"Larga Distancia","Larga Distancia",Catrilo,-36.410697,-63.421015
"Larga Distancia","Larga Distancia","Caslos Casares",-35.629341,-61.362862
"Larga Distancia","Larga Distancia","Cañada de Gomez",-32.822300,-61.395175
"Larga Distancia","Larga Distancia",Campana,-34.156744,-58.958572
"Larga Distancia","Larga Distancia",Camet,-37.882447,-57.607161
"Larga Distancia","Larga Distancia",Bragado,-35.119024,-60.477999
"Larga Distancia","Larga Distancia","Bahía Blanca",-38.723200,-62.254453
"Larga Distancia","Larga Distancia",Azul,-36.785861,-59.852828
"Larga Distancia","Larga Distancia","Alejandro Korn",-34.980409,-58.373814
"Larga Distancia","Larga Distancia",Alberdi,-34.436785,-61.811910
"Larga Distancia","Larga Distancia","9 de Julio",-35.454150,-60.876473
"Belgrano Sur","Pte Alsina","Villa Fiorito",-34.705378,-58.440921
"Belgrano Sur","Pte Alsina","Villa Diamante",-34.681744,-58.428329
"Belgrano Sur","Pte Alsina","Villa Caraza",-34.698003,-58.429064
"Belgrano Sur","Pte Alsina","Puente Alsina",-34.661461,-58.414587
"Belgrano Sur","Pte Alsina","La Salada",-34.718807,-58.472713
"Belgrano Sur","Pte Alsina","Ing. Budge",-34.718663,-58.462151
"Belgrano Sur","Pte Alsina","Apeadero Km 12",-34.710058,-58.505926
"Belgrano Sur","Pte Alsina","Aldo Bonzi",-34.711196,-58.516022
"Belgrano Sur","M.C.G. Belgrano","Villa Soldati",-34.662201,-58.440897
"Belgrano Sur","M.C.G. Belgrano","Villa Madero",-34.684097,-58.492536
"Belgrano Sur","M.C.G. Belgrano","Villa Lugano",-34.67713,-58.476969
"Belgrano Sur","M.C.G. Belgrano",Tapiales,-34.702529,-58.511537
"Belgrano Sur","M.C.G. Belgrano","Sanchez de Mendeville",-34.712446,-58.523873
"Belgrano Sur","M.C.G. Belgrano","Rafael Castillo",-34.699696,-58.626193
"Belgrano Sur","M.C.G. Belgrano","Presidente Illia",-34.666055,-58.450028
"Belgrano Sur","M.C.G. Belgrano","Merlo Gomez",-34.696988,-58.647776
"Belgrano Sur","M.C.G. Belgrano","Marinos del Fournier",-34.690177,-58.507629
"Belgrano Sur","M.C.G. Belgrano","Marinos C. G Belgrano",-34.708761,-58.730901
"Belgrano Sur","M.C.G. Belgrano",Libertad,-34.692147,-58.686403
"Belgrano Sur","M.C.G. Belgrano","Justo Villegas",-34.708965,-58.551939
"Belgrano Sur","M.C.G. Belgrano","José Ingenieros",-34.710762,-58.537256
"Belgrano Sur","M.C.G. Belgrano","Isidro Casanova",-34.704546,-58.587342
"Belgrano Sur","M.C.G. Belgrano","Dr Saénz",-34.649065,-58.415402
"Belgrano Sur","M.C.G. Belgrano","Buenos Aires",-34.645562,-58.393995
"Belgrano Sur","M.C.G. Belgrano","Aldo Bonzi",-34.710706,-58.514348
"Belgrano Sur","Gonzalez Catán","Villa Soldati",-34.662201,-58.440897
"Belgrano Sur","Gonzalez Catán","Villa Madero",-34.684097,-58.492536
"Belgrano Sur","Gonzalez Catán","Villa Lugano",-34.67713,-58.476969
"Belgrano Sur","Gonzalez Catán",Tapiales,-34.702529,-58.511537
"Belgrano Sur","Gonzalez Catán",Querandí,-34.722368,-58.530727
"Belgrano Sur","Gonzalez Catán","Presidente Illia",-34.666055,-58.450028
"Belgrano Sur","Gonzalez Catán","Marinos del Fournier",-34.690177,-58.507629
"Belgrano Sur","Gonzalez Catán","María Eva Duarte",-34.755959,-58.600184
"Belgrano Sur","Gonzalez Catán",Laferrere,-34.750752,-58.584433
"Belgrano Sur","Gonzalez Catán","Ingeniero Castello",-34.710541,-58.506352
"Belgrano Sur","Gonzalez Catán",Independencia,-34.760798,-58.617341
"Belgrano Sur","Gonzalez Catán","González Catán",-34.770270,-58.644908
"Belgrano Sur","Gonzalez Catán","Dr Saénz",-34.649065,-58.415402
"Belgrano Sur","Gonzalez Catán","Buenos Aires",-34.645562,-58.393995
"Belgrano Norte","Villa Rosa","Villa Rosa",-34.415542,-58.873719
"Belgrano Norte","Villa Rosa","Villa de Mayo",-34.503381,-58.680743
"Belgrano Norte","Villa Rosa","Villa Adelina",-34.523746,-58.546206
"Belgrano Norte","Villa Rosa","V. A. Montes",-34.504339,-58.616599
"Belgrano Norte","Villa Rosa",Tortuguitas,-34.470703,-58.757980
"Belgrano Norte","Villa Rosa","Tierras Altas",-34.479013,-58.739401
"Belgrano Norte","Villa Rosa",Sourdeaux,-34.502990,-58.666156
"Belgrano Norte","Villa Rosa",Saldías,-34.575507,-58.399586
"Belgrano Norte","Villa Rosa",Retiro,-34.590070,-58.3741
"Belgrano Norte","Villa Rosa","R. S. Ortíz",-34.548413,-58.438098
"Belgrano Norte","Villa Rosa",Munro,-34.531272,-58.524656
"Belgrano Norte","Villa Rosa","M. Alberti",-34.462847,-58.775622
"Belgrano Norte","Villa Rosa",M.Padilla,-34.543559,-58.500283
"Belgrano Norte","Villa Rosa","Los Polvorines",-34.499953,-58.692426
"Belgrano Norte","Villa Rosa","Ing. P. Nogués",-34.493726,-58.706435
"Belgrano Norte","Villa Rosa","Grand Bourg",-34.485439,-58.725035
"Belgrano Norte","Villa Rosa",Florida,-34.537131,-58.513152
"Belgrano Norte","Villa Rosa","Don Torcuato",-34.502657,-58.642002
"Belgrano Norte","Villa Rosa","Del Viso",-34.453694,-58.796119
"Belgrano Norte","Villa Rosa",Carapachay,-34.528805,-58.537264
"Belgrano Norte","Villa Rosa","Boulogne Sur",-34.508711,-58.565298
"Belgrano Norte","Villa Rosa","A. del Valle",-34.537010,-58.476839
